Timestamp,What program are you in currently?,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?,What is your gender? Your answer will only be used for data collection purposes.
2016/11/08 9:45:08 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Talk,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/08 9:45:11 AM EST,Software Engineering,4,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/08 9:45:21 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Male
2016/11/08 9:45:44 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,No,Male
2016/11/08 9:46:12 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,People,Yes,Male
2016/11/08 9:46:42 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Write,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,Computers,Yes,Male
2016/11/08 9:46:57 AM EST,Software Engineering,1,Yes,Software Development,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/08 9:47:34 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,I choose not to specify
2016/11/08 9:50:43 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,Computers,Yes,Male
2016/11/08 9:51:41 AM EST,Software Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes,Male
2016/11/08 9:55:16 AM EST,Software Engineering,2,Yes,Research,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes,Male
2016/11/08 9:55:22 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Female
2016/11/08 9:56:04 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Today,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Male
2016/11/08 9:58:59 AM EST,Software Engineering,2,Yes,Software Development,The Automobile,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,Yes,Male
2016/11/08 10:00:37 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes,Male
